law_name,kind,number,source_file
"Code of Criminal Procedure 1898","section","227","CrPC.pdf.txt"
"Code of Criminal Procedure 1898","section","247","CrPC.pdf.txt"
"Code of Criminal Procedure 1898","section","480","CrPC.pdf.txt"
"Code of Criminal Procedure 1898","section","505","CrPC.pdf.txt"
"Code of Criminal Procedure 1898","section","533","CrPC.pdf.txt"
"Pakistan Penal Code 1860","section","16","Pakistan Penal Code.pdf.txt"
"Pakistan Penal Code 1860","section","59","Pakistan Penal Code.pdf.txt"
"Pakistan Penal Code 1860","section","62","Pakistan Penal Code.pdf.txt"
"Pakistan Penal Code 1860","section","373","Pakistan Penal Code.pdf.txt"
"Pakistan Penal Code 1860","section","498","Pakistan Penal Code.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","14","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","18","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","20","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","23","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","25","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","27","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","28","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","29","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","32","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","33","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","34","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","35","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","37","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","39","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","40","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","41","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","42","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","43","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","46","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","47","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","51","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","53","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","56","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","57","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","58","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","65","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","66","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","68","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","69","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","71","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","78","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","99","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","101","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","102","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","104","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","105","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","106","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","107","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","109","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","110","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","113","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","115","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","116","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","123","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","124","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","125","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","127","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","143","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","145","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","147","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","149","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","152","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","153","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","154","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","157","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","159","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","160","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","161","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","162","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","163","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","164","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","166","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","1","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","2","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","3","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","4","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","5","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","6","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","7","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","8","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","9","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","10","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","11","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","12","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","13","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","15","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","16","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","17","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","19","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","21","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","22","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","24","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","26","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","30","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","36","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","38","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","44","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","45","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","48","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","49","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","50","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","52","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","54","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","55","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","59","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","60","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","61","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","62","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","63","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","64","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","67","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","70","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","72","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","73","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","74","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","75","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","76","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","77","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","79","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","80","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","81","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","82","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","83","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","84","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","85","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","87","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","88","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","89","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","90","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","91","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","92","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","93","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","94","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","95","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","96","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","97","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","98","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","100","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","103","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","108","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","111","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","112","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","114","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","117","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","118","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","119","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","120","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","121","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","122","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","126","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","128","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","129","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","130","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","131","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","132","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","133","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","134","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","135","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","136","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","137","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","138","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","139","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","140","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","141","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","142","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","144","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","146","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","148","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","150","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","151","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","155","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","156","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","158","qanun-e-shahadat-order-1984.pdf.txt"
"Qanun-e-Shahadat Order 1984","section","165","qanun-e-shahadat-order-1984.pdf.txt"
"Code of Civil Procedure 1908","rule","Order I Rule 4","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order I Rule 5","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order I Rule 7","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order I Rule 8","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order I Rule 10","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order I Rule 12","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order II Rule 2","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order II Rule 4","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order III Rule 1","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order III Rule 6","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 3","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 4","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 5","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 7","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 8","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 12","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 14","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 15","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 17","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 20","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 21","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 25","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 26","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 26A","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 27","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order V Rule 29","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VII Rule 3","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VII Rule 13","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VII Rule 14","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VII Rule 15","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VII Rule 17","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VII Rule 18","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VIII Rule 6","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order VIII Rule 10","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 1","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 2","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 4","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 5","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 6","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 7","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 10","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 11","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 12","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
"Code of Civil Procedure 1908","rule","Order IX Rule 14","THE_CODE_OF_CIVIL_PROCEDURE,_1908.pdf.txt"
